Unnamed: 0,abv,id,name_x,style,brewery_id,ounces,ID,name_y,city,state,city_state
0,0.05,1436,Pub Beer,American Pale Lager,408,12.0,408,10 Barrel Brewing Company,Bend, OR,"Bend,  OR"
1,0.07,2265,Devil's Cup,American Pale Ale (APA),177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
2,0.07,2264,Rise of the Phoenix,American IPA,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
3,0.09,2263,Sinister,American Double / Imperial IPA,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
4,0.07,2262,Sex and Candy,American IPA,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
5,0.08,2261,Black Exodus,Oatmeal Stout,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
6,0.04,2260,Lake Street Express,American Pale Ale (APA),177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
7,0.07,2259,Foreman,American Porter,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
8,0.06,2258,Jade,American Pale Ale (APA),177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
9,0.09,2131,Cone Crusher,American Double / Imperial IPA,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
10,0.07,2099,Sophomoric Saison,Saison / Farmhouse Ale,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
11,0.07,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
12,0.07,2097,Garce Selé,Saison / Farmhouse Ale,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
13,0.09,1980,Troll Destroyer,Belgian IPA,177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
14,0.06,1979,Bitter Bitch,American Pale Ale (APA),177,12.0,177,18th Street Brewery,Gary, IN,"Gary,  IN"
15,0.06,2318,Ginja Ninja,Cider,154,12.0,154,2 Towns Ciderhouse,Corvallis, OR,"Corvallis,  OR"
16,0.06,2170,Cherried Away,Cider,154,12.0,154,2 Towns Ciderhouse,Corvallis, OR,"Corvallis,  OR"
17,0.06,2169,Rhubarbarian,Cider,154,12.0,154,2 Towns Ciderhouse,Corvallis, OR,"Corvallis,  OR"
18,0.06,1502,BrightCider,Cider,154,12.0,154,2 Towns Ciderhouse,Corvallis, OR,"Corvallis,  OR"
19,0.08,1593,He Said Baltic-Style Porter,Baltic Porter,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
20,0.08,1592,He Said Belgian-Style Tripel,Tripel,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
21,0.1,1036,Lower De Boom,American Barleywine,368,8.4,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
22,0.08,1024,Fireside Chat,Winter Warmer,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
23,0.08,976,Marooned On Hog Island,American Stout,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
24,0.04,876,Bitter American,American Pale Ale (APA),368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
25,0.05,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
26,0.05,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
27,0.05,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
28,0.07,799,21st Amendment IPA (2006),American IPA,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
29,0.07,797,Brew Free! or Die IPA (2008),American IPA,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
30,0.07,796,Brew Free! or Die IPA (2009),American IPA,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
31,0.09,531,Special Edition: Allies Win The War!,English Strong Ale,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
32,0.1,432,Hop Crisis,American Double / Imperial IPA,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
33,0.04,353,Bitter American (2011),American Pale Ale (APA),368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
34,0.08,321,Fireside Chat (2010),Winter Warmer,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
35,0.07,173,Back in Black,American Black Ale,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
36,0.08,11,Monk's Blood,Belgian Dark Ale,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
37,0.07,10,Brew Free! or Die IPA,American IPA,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
38,0.05,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,368,12.0,368,21st Amendment Brewery,San Francisco, CA,"San Francisco,  CA"
39,0.07,2519,Bimini Twist,American IPA,67,12.0,67,3 Daughters Brewing,St Petersburg, FL,"St Petersburg,  FL"
40,0.05,2518,Beach Blonde,American Blonde Ale,67,12.0,67,3 Daughters Brewing,St Petersburg, FL,"St Petersburg,  FL"
41,0.06,2517,Rod Bender Red,American Amber / Red Ale,67,12.0,67,3 Daughters Brewing,St Petersburg, FL,"St Petersburg,  FL"
42,0.04,2545,Passion Fruit Prussia,Berliner Weissbier,60,12.0,60,4 Hands Brewing Company,Saint Louis, MO,"Saint Louis,  MO"
43,0.04,2544,Send Help,American Blonde Ale,60,12.0,60,4 Hands Brewing Company,Saint Louis, MO,"Saint Louis,  MO"
44,0.06,2324,Cast Iron Oatmeal Brown,American Brown Ale,60,12.0,60,4 Hands Brewing Company,Saint Louis, MO,"Saint Louis,  MO"
45,0.06,2288,Reprise Centennial Red,American Amber / Red Ale,60,12.0,60,4 Hands Brewing Company,Saint Louis, MO,"Saint Louis,  MO"
46,0.06,2287,Alter Ego,American Black Ale,60,12.0,60,4 Hands Brewing Company,Saint Louis, MO,"Saint Louis,  MO"
47,0.07,2286,Divided Sky,American IPA,60,12.0,60,4 Hands Brewing Company,Saint Louis, MO,"Saint Louis,  MO"
48,0.07,2285,Resurrected,American IPA,60,12.0,60,4 Hands Brewing Company,Saint Louis, MO,"Saint Louis,  MO"
49,0.05,1870,Contact High,American Pale Wheat Ale,60,12.0,60,4 Hands Brewing Company,Saint Louis, MO,"Saint Louis,  MO"
50,0.07,2603,Galaxyfest,American IPA,27,16.0,27,450 North Brewing Company,Columbus, IN,"Columbus,  IN"
51,0.05,2602,Citrafest,American IPA,27,16.0,27,450 North Brewing Company,Columbus, IN,"Columbus,  IN"
52,0.09,2220,Barn Yeti,Belgian Strong Dark Ale,27,16.0,27,450 North Brewing Company,Columbus, IN,"Columbus,  IN"
53,0.07,2219,Scarecrow,American IPA,27,16.0,27,450 North Brewing Company,Columbus, IN,"Columbus,  IN"
54,0.09,2218,Ironman,English Strong Ale,27,16.0,27,450 North Brewing Company,Columbus, IN,"Columbus,  IN"
55,0.05,2217,Honey Kolsch,Kölsch,27,16.0,27,450 North Brewing Company,Columbus, IN,"Columbus,  IN"
56,0.05,2216,Copperhead Amber,Belgian Dark Ale,27,16.0,27,450 North Brewing Company,Columbus, IN,"Columbus,  IN"
57,0.06,972,Rude Parrot IPA,American IPA,481,16.0,481,7 Seas Brewing Company,Gig Harbor, WA,"Gig Harbor,  WA"
58,0.05,866,British Pale Ale (2010),English Pale Ale,481,16.0,481,7 Seas Brewing Company,Gig Harbor, WA,"Gig Harbor,  WA"
59,0.05,48,British Pale Ale,English Pale Ale,481,16.0,481,7 Seas Brewing Company,Gig Harbor, WA,"Gig Harbor,  WA"
60,0.08,47,Ballz Deep Double IPA,American Double / Imperial IPA,481,16.0,481,7 Seas Brewing Company,Gig Harbor, WA,"Gig Harbor,  WA"
61,0.04,1583,Wolfman's Berliner,Berliner Weissbier,373,12.0,373,7venth Sun,Dunedin, FL,"Dunedin,  FL"
62,0.06,1165,Colorado Native,American Amber / Red Lager,462,12.0,462,AC Golden Brewing Company,Golden, CO,"Golden,  CO"
63,0.06,431,Colorado Native (2011),American Amber / Red Lager,462,12.0,462,AC Golden Brewing Company,Golden, CO,"Golden,  CO"
64,0.07,516,Jockamo IPA,American IPA,533,12.0,533,Abita Brewing Company,Abita Springs, LA,"Abita Springs,  LA"
65,0.04,515,Purple Haze,Fruit / Vegetable Beer,533,12.0,533,Abita Brewing Company,Abita Springs, LA,"Abita Springs,  LA"
66,0.04,514,Abita Amber,American Amber / Red Lager,533,12.0,533,Abita Brewing Company,Abita Springs, LA,"Abita Springs,  LA"
67,0.08,2540,Citra Ass Down,American IPA,62,16.0,62,Against The Grain Brewery,Louisville, KY,"Louisville,  KY"
68,0.05,2539,The Brown Note,American Brown Ale,62,16.0,62,Against The Grain Brewery,Louisville, KY,"Louisville,  KY"
69,0.08,2686,Citra Ass Down,American Double / Imperial IPA,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
70,0.12,2685,London Balling,English Barleywine,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
71,0.08,2684,35 K,Milk / Sweet Stout,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
72,0.04,2683,A Beer,American Pale Ale (APA),1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
73,0.05,2682,Rules are Rules,German Pilsener,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
74,0.07,2681,Flesh Gourd'n,Pumpkin Ale,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
75,0.04,2680,Sho'nuff,Belgian Pale Ale,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
76,0.06,2679,Bloody Show,American Pilsner,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
77,0.08,2678,Rico Sauvin,American Double / Imperial IPA,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
78,0.05,2677,Coq de la Marche,Saison / Farmhouse Ale,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
79,0.07,2676,Kamen Knuddeln,American Wild Ale,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
80,0.06,2675,Pile of Face,American IPA,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
81,0.05,2674,The Brown Note,English Brown Ale,1,16.0,1,Against the Grain Brewery,Louisville, KY,"Louisville,  KY"
82,0.05,1594,Maylani's Coconut Stout,American Stout,367,16.0,367,Airways Brewing Company,Kent, WA,"Kent,  WA"
83,0.05,1162,Oatmeal PSA,American Pale Ale (APA),367,16.0,367,Airways Brewing Company,Kent, WA,"Kent,  WA"
84,0.05,1137,Pre Flight Pilsner,American Pilsner,367,16.0,367,Airways Brewing Company,Kent, WA,"Kent,  WA"
85,0.04,2403,P-Town Pilsner,American Pilsner,117,12.0,117,Alameda Brewing,Portland, OR,"Portland,  OR"
86,0.05,2402,Klickitat Pale Ale,American Pale Ale (APA),117,12.0,117,Alameda Brewing,Portland, OR,"Portland,  OR"
87,0.08,2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,117,12.0,117,Alameda Brewing,Portland, OR,"Portland,  OR"
88,0.05,1921,Freeride APA,American Pale Ale (APA),270,12.0,270,Alaskan Brewing Company,Juneau, AK,"Juneau,  AK"
89,0.05,1920,Alaskan Amber,Altbier,270,12.0,270,Alaskan Brewing Company,Juneau, AK,"Juneau,  AK"
90,0.06,2501,Hopalicious,American Pale Ale (APA),73,12.0,73,Ale Asylum,Madison, WI,"Madison,  WI"
91,0.04,1535,Kentucky Kölsch,Kölsch,388,16.0,388,Alltech's Lexington Brewing Company,Lexington, KY,"Lexington,  KY"
92,0.07,1149,Kentucky IPA,American IPA,388,16.0,388,Alltech's Lexington Brewing Company,Lexington, KY,"Lexington,  KY"
93,0.05,1474,Dusty Trail Pale Ale,American Pale Ale (APA),401,16.0,401,Amnesia Brewing Company,Washougal, WA,"Washougal,  WA"
94,0.06,1473,Damnesia,American IPA,401,16.0,401,Amnesia Brewing Company,Washougal, WA,"Washougal,  WA"
95,0.06,837,Desolation IPA,American IPA,401,16.0,401,Amnesia Brewing Company,Washougal, WA,"Washougal,  WA"
96,0.06,2592,Liberty Ale,American IPA,35,12.0,35,Anchor Brewing Company,San Francisco, CA,"San Francisco,  CA"
97,0.07,2578,IPA,American IPA,35,12.0,35,Anchor Brewing Company,San Francisco, CA,"San Francisco,  CA"
98,0.04,2577,Summer Wheat,American Pale Wheat Ale,35,12.0,35,Anchor Brewing Company,San Francisco, CA,"San Francisco,  CA"
99,0.05,2103,California Lager,American Amber / Red Lager,35,12.0,35,Anchor Brewing Company,San Francisco, CA,"San Francisco,  CA"
100,0.06,2102,Brotherhood Steam,California Common / Steam Beer,35,12.0,35,Anchor Brewing Company,San Francisco, CA,"San Francisco,  CA"
101,0.04,2291,Blood Orange Gose,Gose,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
102,0.04,1818,Keebarlin' Pale Ale,American Pale Ale (APA),171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
103,0.05,1738,"the Kimmie, the Yink and the Holy Gose",Gose,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
104,0.06,1563,Fall Hornin',Pumpkin Ale,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
105,0.06,1520,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
106,0.06,1350,Summer Solstice,Cream Ale,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
107,0.07,1327,Hop Ottin' IPA,American IPA,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
108,0.06,1326,Boont Amber Ale,American Amber / Red Ale,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
109,0.06,1221,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
110,0.06,1217,El Steinber Dark Lager,Vienna Lager,171,16.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
111,0.06,811,Boont Amber Ale (2010),American Amber / Red Ale,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
112,0.06,753,Summer Solstice Cerveza Crema (2009),Cream Ale,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
113,0.06,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
114,0.07,523,Winter Solstice,Winter Warmer,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
115,0.07,367,Hop Ottin' IPA (2011),American IPA,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
116,0.06,78,Boont Amber Ale (2011),American Amber / Red Ale,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
117,0.06,77,Summer Solstice (2011),Cream Ale,171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
118,0.06,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),171,12.0,171,Anderson Valley Brewing Company,Boonville, CA,"Boonville,  CA"
119,0.06,2337,Charlie's Rye IPA,American IPA,146,16.0,146,Angry Minnow,Hayward, WI,"Hayward,  WI"
120,0.05,410,River Pig Pale Ale,American Pale Ale (APA),542,16.0,542,Angry Minnow Brewing Company,Hayward, WI,"Hayward,  WI"
121,0.05,409,Oaky's Oatmeal Stout,Oatmeal Stout,542,16.0,542,Angry Minnow Brewing Company,Hayward, WI,"Hayward,  WI"
122,0.05,1294,Angry Orchard Apple Ginger,Cider,434,16.0,434,Angry Orchard Cider Company,Cincinnati, OH,"Cincinnati,  OH"
123,0.05,1293,Angry Orchard Crisp Apple,Cider,434,16.0,434,Angry Orchard Cider Company,Cincinnati, OH,"Cincinnati,  OH"
124,0.05,1292,Angry Orchard Crisp Apple,Cider,434,12.0,434,Angry Orchard Cider Company,Cincinnati, OH,"Cincinnati,  OH"
125,0.07,2207,Golden One,Belgian Pale Ale,193,12.0,193,Anthem Brewing Company,Oklahoma City, OK,"Oklahoma City,  OK"
126,0.06,2040,Arjuna,Witbier,193,12.0,193,Anthem Brewing Company,Oklahoma City, OK,"Oklahoma City,  OK"
127,0.09,2039,Uroboros,American Stout,193,12.0,193,Anthem Brewing Company,Oklahoma City, OK,"Oklahoma City,  OK"
128,0.07,2511,Long Leaf,American IPA,69,16.0,69,Appalachian Mountain Brewery,Boone, NC,"Boone,  NC"
129,0.05,2510,Honey Badger Blonde,American Blonde Ale,69,16.0,69,Appalachian Mountain Brewery,Boone, NC,"Boone,  NC"
130,0.06,2509,Porter (a/k/a Black Gold Porter),American Porter,69,16.0,69,Appalachian Mountain Brewery,Boone, NC,"Boone,  NC"
131,0.06,413,Sky High Rye,American Pale Ale (APA),541,12.0,541,Arcadia Brewing Company,Battle Creek, MI,"Battle Creek,  MI"
132,0.06,390,Whitsun,American Pale Wheat Ale,541,12.0,541,Arcadia Brewing Company,Battle Creek, MI,"Battle Creek,  MI"
133,0.05,735,On-On Ale (2008),American Pale Ale (APA),513,12.0,513,Arctic Craft Brewery,Colorado Springs, CO,"Colorado Springs,  CO"
134,0.09,1333,Quakertown Stout,American Double / Imperial Stout,426,12.0,426,Armadillo Ale Works,Denton, TX,"Denton,  TX"
135,0.05,1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,426,12.0,426,Armadillo Ale Works,Denton, TX,"Denton,  TX"
136,0.05,1172,Mo's Gose,Gose,461,16.0,461,Armstrong Brewing Company,South San Francisco, CA,"South San Francisco,  CA"
137,0.07,1322,Green Bullet Organic India Pale Ale,American IPA,429,16.0,429,Asher Brewing Company,Boulder, CO,"Boulder,  CO"
138,0.03,550,Rocket Girl,Kölsch,528,12.0,528,Asheville Brewing Company,Asheville, NC,"Asheville,  NC"
139,0.05,429,Ninja Porter,American Porter,528,12.0,528,Asheville Brewing Company,Asheville, NC,"Asheville,  NC"
140,0.06,428,Shiva IPA,American IPA,528,12.0,528,Asheville Brewing Company,Asheville, NC,"Asheville,  NC"
141,0.05,1640,Aslan Kölsch,Kölsch,353,16.0,353,Aslan Brewing Company,Bellingham, WA,"Bellingham,  WA"
142,0.08,1639,Aslan IPA,American IPA,353,16.0,353,Aslan Brewing Company,Bellingham, WA,"Bellingham,  WA"
143,0.08,1638,Aslan Amber,American Amber / Red Ale,353,16.0,353,Aslan Brewing Company,Bellingham, WA,"Bellingham,  WA"
144,0.06,597,This Season's Blonde,American Blonde Ale,523,12.0,523,Aspen Brewing Company,Aspen, CO,"Aspen,  CO"
145,0.07,596,Independence Pass Ale,American IPA,523,12.0,523,Aspen Brewing Company,Aspen, CO,"Aspen,  CO"
146,0.06,1580,Trolley Stop Stout,American Stout,374,12.0,374,Astoria Brewing Company,Astoria, OR,"Astoria,  OR"
147,0.08,980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,374,12.0,374,Astoria Brewing Company,Astoria, OR,"Astoria,  OR"
148,0.06,979,Poop Deck Porter,American Porter,374,12.0,374,Astoria Brewing Company,Astoria, OR,"Astoria,  OR"
149,0.06,978,Old Red Beard Amber Ale,American Amber / Red Ale,374,12.0,374,Astoria Brewing Company,Astoria, OR,"Astoria,  OR"
150,0.07,2503,Hop A-Peel,American Double / Imperial IPA,72,16.0,72,Atwater Brewery,Detroit, MI,"Detroit,  MI"
151,0.06,2502,Vanilla Java Porter,American Porter,72,16.0,72,Atwater Brewery,Detroit, MI,"Detroit,  MI"
152,0.05,2495,Michelada,Fruit / Vegetable Beer,72,16.0,72,Atwater Brewery,Detroit, MI,"Detroit,  MI"
153,0.04,534,Dirty Blonde Ale,American Blonde Ale,72,12.0,72,Atwater Brewery,Detroit, MI,"Detroit,  MI"
154,0.05,528,Grand Circus IPA,American IPA,72,12.0,72,Atwater Brewery,Detroit, MI,"Detroit,  MI"
155,0.05,527,Atwater's Lager,Munich Helles Lager,72,12.0,72,Atwater Brewery,Detroit, MI,"Detroit,  MI"
156,0.07,1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,413,16.0,413,Austin Beerworks,Austin, TX,"Austin,  TX"
157,0.06,343,Fire Eagle IPA,American IPA,413,12.0,413,Austin Beerworks,Austin, TX,"Austin,  TX"
158,0.05,342,Peacemaker,American Pale Ale (APA),413,12.0,413,Austin Beerworks,Austin, TX,"Austin,  TX"
159,0.05,341,Pearl-Snap,German Pilsener,413,12.0,413,Austin Beerworks,Austin, TX,"Austin,  TX"
160,0.05,340,Black Thunder,Schwarzbier,413,12.0,413,Austin Beerworks,Austin, TX,"Austin,  TX"
161,0.08,2589,Raja,American Double / Imperial IPA,37,12.0,37,Avery Brewing Company,Boulder, CO,"Boulder,  CO"
162,0.06,2546,Perzik Saison,Saison / Farmhouse Ale,37,12.0,37,Avery Brewing Company,Boulder, CO,"Boulder,  CO"
163,0.05,146,Avery Joe’s Premium American Pilsner,German Pilsener,37,12.0,37,Avery Brewing Company,Boulder, CO,"Boulder,  CO"
164,0.06,108,White Rascal,Witbier,37,12.0,37,Avery Brewing Company,Boulder, CO,"Boulder,  CO"
165,0.06,107,Avery India Pale Ale,American IPA,37,12.0,37,Avery Brewing Company,Boulder, CO,"Boulder,  CO"
166,0.06,106,Ellie’s Brown Ale,American Brown Ale,37,12.0,37,Avery Brewing Company,Boulder, CO,"Boulder,  CO"
167,0.06,1620,Pumpkin Beast,Pumpkin Ale,360,12.0,360,Aviator Brewing Company,Fuquay-Varina, NC,"Fuquay-Varina,  NC"
168,0.07,1579,OktoberBeast,Märzen / Oktoberfest,360,12.0,360,Aviator Brewing Company,Fuquay-Varina, NC,"Fuquay-Varina,  NC"
169,0.05,1228,Mad Beach,American Pale Wheat Ale,360,12.0,360,Aviator Brewing Company,Fuquay-Varina, NC,"Fuquay-Varina,  NC"
170,0.07,705,Hog Wild India Pale Ale,American IPA,360,12.0,360,Aviator Brewing Company,Fuquay-Varina, NC,"Fuquay-Varina,  NC"
171,0.09,704,Devils Tramping Ground Tripel,Tripel,360,12.0,360,Aviator Brewing Company,Fuquay-Varina, NC,"Fuquay-Varina,  NC"
172,0.06,702,Hot Rod Red,American Amber / Red Ale,360,12.0,360,Aviator Brewing Company,Fuquay-Varina, NC,"Fuquay-Varina,  NC"
173,0.09,2058,Palate Mallet,American Double / Imperial IPA,235,12.0,235,Back East Brewing Company,Bloomfield, CT,"Bloomfield,  CT"
174,0.06,1483,Back East Porter,American Porter,235,12.0,235,Back East Brewing Company,Bloomfield, CT,"Bloomfield,  CT"
175,0.05,1426,Back East Golden Ale,American Blonde Ale,235,12.0,235,Back East Brewing Company,Bloomfield, CT,"Bloomfield,  CT"
176,0.07,1132,Misty Mountain IPA,American IPA,235,12.0,235,Back East Brewing Company,Bloomfield, CT,"Bloomfield,  CT"
177,0.05,1131,Back East Ale,American Amber / Red Ale,235,12.0,235,Back East Brewing Company,Bloomfield, CT,"Bloomfield,  CT"
178,0.06,1876,Truck Stop Honey Brown Ale,English Brown Ale,286,12.0,286,Back Forty Beer Company,Gadsden, AL,"Gadsden,  AL"
179,0.06,1875,Naked Pig Pale Ale,American Pale Ale (APA),286,12.0,286,Back Forty Beer Company,Gadsden, AL,"Gadsden,  AL"
180,0.07,966,Topcutter India Pale Ale,American IPA,483,12.0,483,Bale Breaker Brewing Company,Yakima, WA,"Yakima,  WA"
181,0.04,965,Field 41 Pale Ale,American Pale Ale (APA),483,12.0,483,Bale Breaker Brewing Company,Yakima, WA,"Yakima,  WA"
182,0.07,2593,Grapefruit Sculpin,American IPA,34,12.0,34,Ballast Point Brewing Company,San Diego, CA,"San Diego,  CA"
183,0.04,2105,Even Keel,American IPA,34,12.0,34,Ballast Point Brewing Company,San Diego, CA,"San Diego,  CA"
184,0.05,1401,Ballast Point Pale Ale,Kölsch,34,12.0,34,Ballast Point Brewing Company,San Diego, CA,"San Diego,  CA"
185,0.07,1400,Big Eye India Pale Ale,American IPA,34,12.0,34,Ballast Point Brewing Company,San Diego, CA,"San Diego,  CA"
186,0.05,1019,Longfin Lager,Munich Helles Lager,34,12.0,34,Ballast Point Brewing Company,San Diego, CA,"San Diego,  CA"
187,0.07,1018,Sculpin IPA,American IPA,34,12.0,34,Ballast Point Brewing Company,San Diego, CA,"San Diego,  CA"
188,0.04,1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),318,12.0,318,Banner Beer Company,Williamsburg, MA,"Williamsburg,  MA"
189,0.04,1644,Banner American Rye,Rye Beer,318,12.0,318,Banner Beer Company,Williamsburg, MA,"Williamsburg,  MA"
190,0.04,1643,Banner American Ale,American Amber / Red Ale,318,12.0,318,Banner Beer Company,Williamsburg, MA,"Williamsburg,  MA"
191,0.07,2618,Thai.p.a,American IPA,20,16.0,20,Bare Hands Brewery,Granger, IN,"Granger,  IN"
192,0.06,2005,Barrio Blanco,American IPA,251,12.0,251,Barrio Brewing Company,Tucson, AZ,"Tucson,  AZ"
193,0.04,1343,Barrio Tucson Blonde,American Blonde Ale,251,12.0,251,Barrio Brewing Company,Tucson, AZ,"Tucson,  AZ"
194,0.05,2404,Hop in the ‘Pool Helles,American Pilsner,116,12.0,116,Base Camp Brewing Co.,Portland, OR,"Portland,  OR"
195,0.07,2323,Ultra Gnar Gnar IPA,American IPA,116,12.0,116,Base Camp Brewing Co.,Portland, OR,"Portland,  OR"
196,0.07,2189,In-Tents India Pale Lager,American Pale Lager,116,12.0,116,Base Camp Brewing Co.,Portland, OR,"Portland,  OR"
197,0.05,2188,Lost Meridian Wit,Witbier,116,12.0,116,Base Camp Brewing Co.,Portland, OR,"Portland,  OR"
198,0.05,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,116,12.0,116,Base Camp Brewing Co.,Portland, OR,"Portland,  OR"
199,0.05,1966,Wagon Party,California Common / Steam Beer,258,12.0,258,Bauhaus Brew Labs,Minneapolis, MN,"Minneapolis,  MN"
200,0.07,1965,Sky-Five,American IPA,258,12.0,258,Bauhaus Brew Labs,Minneapolis, MN,"Minneapolis,  MN"
201,0.05,1964,Stargrazer,Schwarzbier,258,12.0,258,Bauhaus Brew Labs,Minneapolis, MN,"Minneapolis,  MN"
202,0.05,1963,Wonderstuff,German Pilsener,258,12.0,258,Bauhaus Brew Labs,Minneapolis, MN,"Minneapolis,  MN"
203,0.05,1855,Tarnation California-Style Lager,California Common / Steam Beer,292,12.0,292,Baxter Brewing Company,Lewiston, ME,"Lewiston,  ME"
204,0.07,1778,On the Count of 3 (2015),Hefeweizen,292,16.0,292,Baxter Brewing Company,Lewiston, ME,"Lewiston,  ME"
205,0.05,1209,Summer Swelter,American Pale Wheat Ale,292,12.0,292,Baxter Brewing Company,Lewiston, ME,"Lewiston,  ME"
206,0.07,954,Phantom Punch Winter Stout,Foreign / Export Stout,292,12.0,292,Baxter Brewing Company,Lewiston, ME,"Lewiston,  ME"
207,0.07,910,Hayride Autumn Ale,Rye Beer,292,12.0,292,Baxter Brewing Company,Lewiston, ME,"Lewiston,  ME"
208,0.05,707,Celsius Summer Ale (2012),American Pale Wheat Ale,292,12.0,292,Baxter Brewing Company,Lewiston, ME,"Lewiston,  ME"
