Unnamed: 0,abv,id,name_x,style,brewery_id,ounces,ID,name_y,city,state,city_state
1899,0.06,1588,Sly Fox Christmas Ale 2013,Winter Warmer,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1900,0.06,1363,Grisette,Grisette,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1901,0.06,1211,360° India Pale Ale,American IPA,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1902,0.05,1123,Helles Golden Lager,Munich Helles Lager,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1903,0.06,926,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1904,0.08,894,Odyssey Imperial IPA,American Double / Imperial IPA,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1905,0.06,166,Oktoberfest Lager,Märzen / Oktoberfest,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1906,0.07,24,113 IPA,American IPA,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1907,0.05,23,Dunkel Lager,Munich Dunkel Lager,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1908,0.06,22,Royal Weisse Ale,Hefeweizen,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1909,0.05,21,Pikeland Pils,German Pilsener,371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1910,0.05,20,Phoenix Pale Ale,American Pale Ale (APA),371,12.0,371,Sly Fox Brewing Company,Pottstown, PA,"Pottstown,  PA"
1911,0.07,2407,Rule G IPA,American IPA,115,12.0,115,Smartmouth Brewing Company,Norfolk, VA,"Norfolk,  VA"
1912,0.06,2406,Murphy's Law,American Amber / Red Ale,115,12.0,115,Smartmouth Brewing Company,Norfolk, VA,"Norfolk,  VA"
1913,0.06,2405,Alter Ego ,Saison / Farmhouse Ale,115,12.0,115,Smartmouth Brewing Company,Norfolk, VA,"Norfolk,  VA"
1914,0.05,2234,Monarch Pilsner,American Pilsner,191,12.0,191,Snake River Brewing Company,Jackson, WY,"Jackson,  WY"
1915,0.06,1606,Snow King Pale Ale,American Pale Ale (APA),191,12.0,191,Snake River Brewing Company,Jackson, WY,"Jackson,  WY"
1916,0.05,617,Zonker Stout,Foreign / Export Stout,191,12.0,191,Snake River Brewing Company,Jackson, WY,"Jackson,  WY"
1917,0.05,407,OB-1 Organic Ale,English Brown Ale,191,12.0,191,Snake River Brewing Company,Jackson, WY,"Jackson,  WY"
1918,0.05,406,Snake River Lager,Vienna Lager,191,12.0,191,Snake River Brewing Company,Jackson, WY,"Jackson,  WY"
1919,0.05,402,Snake River Pale Ale,American Pale Ale (APA),191,12.0,191,Snake River Brewing Company,Jackson, WY,"Jackson,  WY"
1920,0.07,393,Pako’s EyePA,American IPA,191,12.0,191,Snake River Brewing Company,Jackson, WY,"Jackson,  WY"
1921,0.05,1798,Thanksgiving Ale,Kölsch,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1922,0.09,1655,Double Dagger Imperial IPA,American Double / Imperial IPA,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1923,0.06,1596,Dagger Falls IPA,American IPA,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1924,0.06,1595,Dagger Falls IPA,American IPA,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1925,0.06,1482,Socktoberfest,Märzen / Oktoberfest,309,16.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1926,0.08,1447,Hopnoxious Imperial IPA,American Double / Imperial IPA,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1927,0.1,1425,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1928,0.06,1424,Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,309,16.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1929,0.05,1298,Sockeye Belgian Style Summer Ale,Witbier,309,16.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1930,0.06,1181,Sockeye Maibock,Maibock / Helles Bock,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1931,0.1,1160,Old Devil's Tooth,American Barleywine,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1932,0.04,1152,Galena Golden,American Blonde Ale,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1933,0.05,1151,Hell-Diver Pale Ale,American Pale Ale (APA),309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1934,0.05,1150,Woolybugger Wheat,American Pale Wheat Ale,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1935,0.06,1076,Power House Porter,American Porter,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1936,0.08,995,Winterfest,American Strong Ale,309,16.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1937,0.06,879,Dagger Falls IPA,American IPA,309,12.0,309,Sockeye Brewing Company,Boise, ID,"Boise,  ID"
1938,0.07,1972,LuckenBock,Bock,257,16.0,257,South Austin Brewery,South Austin, TX,"South Austin,  TX"
1939,0.06,1971,Texas Pale Ale (TPA),American IPA,257,16.0,257,South Austin Brewery,South Austin, TX,"South Austin,  TX"
1940,0.08,1970,6 String Saison,Saison / Farmhouse Ale,257,16.0,257,South Austin Brewery,South Austin, TX,"South Austin,  TX"
1941,0.05,1969,Kol' Beer,Kölsch,257,16.0,257,South Austin Brewery,South Austin, TX,"South Austin,  TX"
1942,0.04,2024,Montauk Light,Light Lager,249,12.0,249,Southampton Publick House,Southampton, NY,"Southampton,  NY"
1943,0.05,1283,Na Zdraví Pilsner,Czech Pilsener,436,16.0,436,Southern Oregon Brewing Company,Medford, OR,"Medford,  OR"
1944,0.06,1282,Nice Rack IPA,American IPA,436,16.0,436,Southern Oregon Brewing Company,Medford, OR,"Medford,  OR"
1945,0.07,2362,2014 IPA Cicada Series,American IPA,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS,"Hattiesburg,  MS"
1946,0.08,2346,Sinister Minister Black IPA,American IPA,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS,"Hattiesburg,  MS"
1947,0.05,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),133,12.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS,"Hattiesburg,  MS"
1948,0.06,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,12.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS,"Hattiesburg,  MS"
1949,0.05,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,133,12.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS,"Hattiesburg,  MS"
1950,0.08,1745,Mississippi Fire Ant,American Amber / Red Ale,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS,"Hattiesburg,  MS"
1951,0.06,1120,Hipster Breakfast,Oatmeal Stout,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS,"Hattiesburg,  MS"
1952,0.05,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS,"Hattiesburg,  MS"
1953,0.06,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,16.0,133,Southern Prohibition Brewing Com...,Hattiesburg, MS,"Hattiesburg,  MS"
1954,0.07,2387,Pine Belt Pale Ale,American Pale Ale (APA),118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1955,0.06,2267,Walloon,Saison / Farmhouse Ale,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1956,0.07,1740,Le Mort Vivant,Bière de Garde,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1957,0.09,1728,Red Cockaded Ale,American Double / Imperial IPA,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1958,0.09,1497,Valkyrie Double IPA,American Double / Imperial IPA,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1959,0.09,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1960,0.07,1010,Old Potentate,Old Ale,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1961,0.05,856,Bombshell Blonde,American Blonde Ale,118,16.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1962,0.1,853,PRO-AM (2012) (2012),American Double / Imperial IPA,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1963,0.06,691,Walloon (2014),Saison / Farmhouse Ale,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1964,0.07,555,Le Mort Vivant (2011),Bière de Garde,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1965,0.08,46,Buried Hatchet Stout,Foreign / Export Stout,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1966,0.07,45,Pine Belt Pale Ale,American Pale Ale (APA),118,16.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1967,0.05,44,Bombshell Blonde,American Blonde Ale,118,12.0,118,Southern Star Brewing Company,Conroe, TX,"Conroe,  TX"
1968,0.05,2486,Baby Daddy Session IPA,American IPA,78,12.0,78,Speakasy Ales & Lagers,San Francisco, CA,"San Francisco,  CA"
1969,,763,Hopluia (2004),English India Pale Ale (IPA),508,16.0,508,Spilker Ales,Cortland, NE,"Cortland,  NE"
1970,0.06,2271,Ball & Chain (2014),American Pale Ale (APA),175,16.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1971,0.1,2206,Bitter Biker Double IPA,American Double / Imperial IPA,175,16.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1972,0.08,2136,God Damn Pigeon Porter,American Porter,175,16.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1973,0.08,2135,Working for the Weekend,American Double / Imperial IPA,175,16.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1974,0.06,2134,Angry Adam,American Amber / Red Ale,175,16.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1975,0.06,2109,Freedom Fries,American Stout,175,16.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1976,0.1,1821,Bitter Biker Double IPA,American Double / Imperial IPA,175,12.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1977,0.07,1820,Ghost Bike Pale Ale,American Pale Ale (APA),175,16.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1978,0.06,1819,Spiteful IPA,American IPA,175,12.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1979,0.06,1634,Alley Time,American Pale Ale (APA),175,12.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1980,0.06,1633,Fat Badger,Irish Red Ale,175,12.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1981,0.06,1632,In the Weeds,American Pale Wheat Ale,175,12.0,175,Spiteful Brewing Company,Chicago, IL,"Chicago,  IL"
1982,0.05,855,Special Amber,Vienna Lager,498,12.0,498,Sprecher Brewing Company,Glendale, WI,"Glendale,  WI"
1983,0.05,445,Special Amber,Vienna Lager,498,12.0,498,Sprecher Brewing Company,Glendale, WI,"Glendale,  WI"
1984,0.06,1587,Seven Gates Pale Ale,American Pale Ale (APA),372,12.0,372,Spring House Brewing Company,Conestoga, PA,"Conestoga,  PA"
1985,0.05,2242,Gunga Din,Cider,186,16.0,186,St. Julian Winery,Paw Paw, MI,"Paw Paw,  MI"
1986,0.04,1544,Starr Pils,German Pilsener,383,12.0,383,Starr Hill Brewery,Crozet, VA,"Crozet,  VA"
1987,0.07,1205,Northern Lights India Pale Ale,American IPA,383,16.0,383,Starr Hill Brewery,Crozet, VA,"Crozet,  VA"
1988,0.05,369,Festie,Märzen / Oktoberfest,383,12.0,383,Starr Hill Brewery,Crozet, VA,"Crozet,  VA"
1989,0.07,368,Northern Lights India Pale Ale,American IPA,383,12.0,383,Starr Hill Brewery,Crozet, VA,"Crozet,  VA"
1990,0.07,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),119,12.0,119,Steamworks Brewing Company,Durango, CO,"Durango,  CO"
1991,0.05,92,Colorado Kölsch,Kölsch,119,12.0,119,Steamworks Brewing Company,Durango, CO,"Durango,  CO"
1992,0.06,91,Steam Engine Lager,American Amber / Red Lager,119,12.0,119,Steamworks Brewing Company,Durango, CO,"Durango,  CO"
1993,0.07,90,Third Eye Pale Ale,American IPA,119,12.0,119,Steamworks Brewing Company,Durango, CO,"Durango,  CO"
1994,0.05,2366,Point Special (Current),American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
1995,0.05,2365,Point Special,American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
1996,0.05,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
1997,0.05,2228,Point Special,American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
1998,0.05,2151,Onyx Black Ale,American Black Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
1999,0.06,2150,Beyond The Pale IPA,American IPA,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2000,0.05,2122,Point Special (2013),American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2001,0.05,2121,Point Special (2012),American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2002,0.05,2115,Point Special Lager,American Adjunct Lager,131,16.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2003,0.06,1450,St. Benedict's Winter Ale,Winter Warmer,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2004,0.06,1357,Point Oktoberfest,Märzen / Oktoberfest,131,16.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2005,0.05,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,16.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2006,0.05,816,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2007,0.05,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2008,0.04,684,Drop Dead Blonde,American Blonde Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2009,0.05,650,Three Kings Ale,Kölsch,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2010,0.06,456,Point Oktoberfest,Märzen / Oktoberfest,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2011,0.05,357,2012 Black Ale,American Brown Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2012,0.05,141,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2013,0.05,140,Point Cascade Pale Ale,American Pale Ale (APA),131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2014,0.05,139,Point Amber Classic,American Amber / Red Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2015,0.05,138,Point Special Lager,American Adjunct Lager,131,12.0,131,Stevens Point Brewery,Stevens Point, WI,"Stevens Point,  WI"
2016,0.05,953,Wisco Disco,American Amber / Red Ale,486,16.0,486,Stillmank Beer Company,Green Bay, WI,"Green Bay,  WI"
2017,0.05,1983,Brontide,American Black Ale,255,12.0,255,Stillwater Artisanal Ales,Baltimore, MD,"Baltimore,  MD"
2018,0.05,1631,Brontide,American Black Ale,255,12.0,255,Stillwater Artisanal Ales,Baltimore, MD,"Baltimore,  MD"
2019,0.04,1344,Classique,Saison / Farmhouse Ale,255,12.0,255,Stillwater Artisanal Ales,Baltimore, MD,"Baltimore,  MD"
2020,0.04,922,Sunsplash Golden Ale (2004),American Blonde Ale,492,12.0,492,Stone Coast Brewing Company,Portland, ME,"Portland,  ME"
2021,0.05,1410,Sand Island Lighthouse,Kölsch,412,12.0,412,Straight to Ale,Huntsville, AL,"Huntsville,  AL"
2022,0.05,925,Lily Flagg Milk Stout,Milk / Sweet Stout,412,12.0,412,Straight to Ale,Huntsville, AL,"Huntsville,  AL"
2023,0.07,637,Monkeynaut IPA,American IPA,412,12.0,412,Straight to Ale,Huntsville, AL,"Huntsville,  AL"
2024,0.05,2369,Straub Beer (Current),American Adjunct Lager,129,12.0,129,Straub Brewery,St Mary's, PA,"St Mary's,  PA"
2025,0.04,2233,American Lager,American Adjunct Lager,129,12.0,129,Straub Brewery,St Mary's, PA,"St Mary's,  PA"
2026,0.04,2232,American Amber,American Amber / Red Lager,129,12.0,129,Straub Brewery,St Mary's, PA,"St Mary's,  PA"
2027,0.03,2231,American Light,Light Lager,129,12.0,129,Straub Brewery,St Mary's, PA,"St Mary's,  PA"
2028,0.05,2352,Extra Pale Ale,American Pale Ale (APA),138,12.0,138,Summit Brewing Company,St Paul, MN,"St Paul,  MN"
2029,0.05,2549,Make It So,Extra Special / Strong Bitter (ESB),58,12.0,58,Summit Brewing Company,St. Paul, MN,"St. Paul,  MN"
2030,0.05,2473,Hopvale Organic Ale,American Pale Ale (APA),58,16.0,58,Summit Brewing Company,St. Paul, MN,"St. Paul,  MN"
2031,0.08,2415,Unchained #18 Hop Silo,American Double / Imperial IPA,58,16.0,58,Summit Brewing Company,St. Paul, MN,"St. Paul,  MN"
2032,0.05,2605,Tip Off,Altbier,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2033,0.05,2215,Java Mac,Scottish Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2034,0.05,2164,Cowbell,American Porter,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2035,0.06,2085,Hop Up Offa That Brett (2014),Belgian Pale Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2036,0.08,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2037,0.1,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2038,0.09,2082,Whip Fight,Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2039,0.05,2081,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2040,0.06,2001,Fistful Of Hops Red,American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2041,0.06,2000,Fistful of Hops Orange,American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2042,0.06,1999,Fistful Of Hops Blue,American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2043,0.06,1996,Fistful of Hops Green,American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2044,,1948,30 Min Coma,Belgian IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2045,0.09,1656,Wee Muckle,Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2046,0.07,1599,Royal Brat,Extra Special / Strong Bitter (ESB),25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2047,0.07,1420,Grapefruit Jungle (GFJ),American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2048,0.06,1389,Osiris Pale Ale,American Pale Ale (APA),25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2049,0.1,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2050,0.06,1366,Stupid Sexy Flanders,Flanders Oud Bruin,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2051,,1347,Bourbon Barrel Cowbell,American Porter,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2052,0.05,1314,Popcorn Pilsner,German Pilsener,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2053,0.07,1128,Ring of Dingle,Irish Dry Stout,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2054,0.05,1127,Bourbon Barrel Wee Mac,Scottish Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2055,0.1,1049,Bourbon Barrel Johan,English Barleywine,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2056,0.07,934,The Deuce,American Brown Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2057,0.09,923,The Velvet Fog,Quadrupel (Quad),25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2058,0.06,874,Sun King Oktoberfest,Märzen / Oktoberfest,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2059,0.05,739,Indianapolis Indians Lager,Dortmunder / Export Lager,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2060,0.05,698,Indians Victory Lager (2012),Dortmunder / Export Lager,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2061,0.08,660,Chaka,Belgian Strong Pale Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2062,0.09,651,Isis,American Double / Imperial IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2063,0.09,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2064,0.07,532,Grapefruit Jungle (GFJ) (2011),American IPA,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2065,0.06,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2066,0.1,394,Johan the Barleywine,English Barleywine,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2067,0.05,213,Wee Mac Scottish-Style Ale,Scottish Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2068,0.05,55,Sunlight Cream Ale,Cream Ale,25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2069,0.06,54,Osiris Pale Ale (2010),American Pale Ale (APA),25,16.0,25,Sun King Brewing Company,Indianapolis, IN,"Indianapolis,  IN"
2070,0.04,1207,Dam Lager,American Amber / Red Lager,455,12.0,455,Sunken City Brewing Company,Hardy, VA,"Hardy,  VA"
2071,0.07,1206,Red Clay IPA,American IPA,455,12.0,455,Sunken City Brewing Company,Hardy, VA,"Hardy,  VA"
2072,0.07,2543,Todd the Axe Man,American IPA,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2073,0.06,2409,Doomtree,Extra Special / Strong Bitter (ESB),61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2074,0.1,1739,BLAKKR,American Black Ale,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2075,0.07,1112,Overrated! West Coast Style IPA,American IPA,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2076,0.07,329,WET,American IPA,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2077,0.04,19,Bitter Brewer,English Bitter,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2078,0.06,18,SurlyFest,Rye Beer,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2079,0.05,17,Coffee Bender,American Brown Ale,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2080,0.05,16,Bender,American Brown Ale,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2081,0.1,15,Abrasive Ale,American Double / Imperial IPA,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2082,0.05,14,Hell,Keller Bier / Zwickel Bier,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2083,0.07,13,CynicAle,Saison / Farmhouse Ale,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2084,0.06,12,Furious,American IPA,61,16.0,61,Surly Brewing Company,Brooklyn Center, MN,"Brooklyn Center,  MN"
2085,0.07,1242,Big Nose,American IPA,447,12.0,447,Swamp Head Brewery,Gainesville, FL,"Gainesville,  FL"
2086,0.05,1241,Cotton Mouth,Witbier,447,12.0,447,Swamp Head Brewery,Gainesville, FL,"Gainesville,  FL"
2087,0.06,1240,Stump Knocker Pale Ale,American Pale Ale (APA),447,12.0,447,Swamp Head Brewery,Gainesville, FL,"Gainesville,  FL"
2088,0.05,1239,Midnight Oil,Oatmeal Stout,447,12.0,447,Swamp Head Brewery,Gainesville, FL,"Gainesville,  FL"
2089,0.06,1238,Wild Night,Cream Ale,447,12.0,447,Swamp Head Brewery,Gainesville, FL,"Gainesville,  FL"
2090,0.04,1554,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,381,12.0,381,Swashbuckler Brewing Company,Manheim, PA,"Manheim,  PA"
2091,0.06,2568,Take Two Pils,German Pilsener,49,12.0,49,SweetWater Brewing Company,Atlanta, GA,"Atlanta,  GA"
2092,0.06,2551,Waterkeeper,Hefeweizen,49,12.0,49,SweetWater Brewing Company,Atlanta, GA,"Atlanta,  GA"
2093,0.06,1710,SweetWater IPA,American IPA,49,12.0,49,SweetWater Brewing Company,Atlanta, GA,"Atlanta,  GA"
2094,0.05,1709,420 Extra Pale Ale,American Pale Ale (APA),49,12.0,49,SweetWater Brewing Company,Atlanta, GA,"Atlanta,  GA"
2095,0.08,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,449,12.0,449,TailGate Beer,San Diego, CA,"San Diego,  CA"
2096,0.05,1164,TailGate Saison,Saison / Farmhouse Ale,449,12.0,449,TailGate Beer,San Diego, CA,"San Diego,  CA"
